Train Station Miscellaneous Shop,Food & Drink Shop,22,0.88
Miscellaneous Shop,Food & Drink Shop Train Station,22,0.7857142857142857
Food & Drink Shop Miscellaneous Shop,Train Station,22,0.9166666666666666
Food & Drink Shop,Train Station Miscellaneous Shop,22,0.88
Food & Drink Shop Train Station,Miscellaneous Shop,22,0.9565217391304348
Building,Train Station,21,0.9545454545454546
Miscellaneous Shop,Food & Drink Shop,24,0.8571428571428571
Food & Drink Shop,Miscellaneous Shop,24,0.96
Food & Drink Shop,Train Station,23,0.92
Miscellaneous Shop,Train Station,25,0.8928571428571429
