Subway Food & Drink Shop Convenience Store Miscellaneous Shop Office,Train Station,21,1.0
Food & Drink Shop Convenience Store Miscellaneous Shop Office,Train Station Subway,21,1.0
Convenience Store Miscellaneous Shop Office,Train Station Subway Food & Drink Shop,21,0.875
Miscellaneous Shop Office,Train Station Subway Food & Drink Shop Convenience Store,21,0.7
Convenience Store Miscellaneous Shop,Train Station Subway Food & Drink Shop Office,21,0.7241379310344828
Food & Drink Shop Miscellaneous Shop Office,Train Station Subway Convenience Store,21,0.7777777777777778
Food & Drink Shop Convenience Store Office,Train Station Subway Miscellaneous Shop,21,0.84
Food & Drink Shop Convenience Store,Train Station Subway Miscellaneous Shop Office,21,0.7
Food & Drink Shop Convenience Store Miscellaneous Shop,Train Station Subway Office,21,0.875
Subway Convenience Store Miscellaneous Shop Office,Train Station Food & Drink Shop,21,0.875
Subway Miscellaneous Shop Office,Train Station Convenience Store Food & Drink Shop,21,0.7
Subway Miscellaneous Shop Convenience Store,Train Station Food & Drink Shop Office,21,0.7777777777777778
Subway Food & Drink Shop Miscellaneous Shop Office,Train Station Convenience Store,21,0.7777777777777778
Subway Food & Drink Shop Convenience Store Office,Train Station Miscellaneous Shop,21,0.84
Food & Drink Shop Subway Convenience Store,Train Station Miscellaneous Shop Office,21,0.7241379310344828
Subway Food & Drink Shop Convenience Store Miscellaneous Shop,Train Station Office,21,0.9130434782608695
Train Station Food & Drink Shop Convenience Store Miscellaneous Shop Office,Subway,21,1.0
Train Station Convenience Store Miscellaneous Shop Office,Food & Drink Shop Subway,21,0.875
Train Station Miscellaneous Shop Office,Food & Drink Shop Subway Convenience Store,21,0.7
Train Station Convenience Store Miscellaneous Shop,Food & Drink Shop Subway Office,21,0.75
Train Station Food & Drink Shop Miscellaneous Shop Office,Subway Convenience Store,21,0.7777777777777778
Train Station Food & Drink Shop Convenience Store Office,Subway Miscellaneous Shop,21,0.84
Train Station Convenience Store Food & Drink Shop,Subway Miscellaneous Shop Office,21,0.7
Train Station Food & Drink Shop Convenience Store Miscellaneous Shop,Subway Office,21,0.875
Train Station Subway Convenience Store Miscellaneous Shop Office,Food & Drink Shop,21,0.875
Train Station Subway Miscellaneous Shop Office,Food & Drink Shop Convenience Store,21,0.7
Train Station Subway Convenience Store Miscellaneous Shop,Food & Drink Shop Office,21,0.7777777777777778
Train Station Subway Food & Drink Shop Miscellaneous Shop Office,Convenience Store,21,0.7777777777777778
Train Station Subway Food & Drink Shop Convenience Store Office,Miscellaneous Shop,21,0.84
Train Station Subway Food & Drink Shop Convenience Store,Miscellaneous Shop Office,21,0.7241379310344828
Train Station Subway Food & Drink Shop Convenience Store Miscellaneous Shop,Office,21,0.9130434782608695
Food & Drink Shop Convenience Store Miscellaneous Shop Office,Subway,21,1.0
Convenience Store Miscellaneous Shop Office,Food & Drink Shop Subway,21,0.875
Miscellaneous Shop Office,Food & Drink Shop Subway Convenience Store,21,0.7
Convenience Store Miscellaneous Shop,Food & Drink Shop Subway Office,21,0.7241379310344828
Food & Drink Shop Miscellaneous Shop Office,Subway Convenience Store,21,0.7777777777777778
Food & Drink Shop Convenience Store Office,Subway Miscellaneous Shop,21,0.84
Food & Drink Shop Convenience Store,Subway Miscellaneous Shop Office,21,0.7
Food & Drink Shop Convenience Store Miscellaneous Shop,Subway Office,21,0.875
Subway Convenience Store Miscellaneous Shop Office,Food & Drink Shop,21,0.875
Subway Miscellaneous Shop Office,Food & Drink Shop Convenience Store,21,0.7
Subway Miscellaneous Shop Convenience Store,Food & Drink Shop Office,21,0.7777777777777778
Subway Food & Drink Shop Miscellaneous Shop Office,Convenience Store,21,0.7777777777777778
Subway Food & Drink Shop Convenience Store Office,Miscellaneous Shop,21,0.84
Food & Drink Shop Subway Convenience Store,Miscellaneous Shop Office,21,0.7241379310344828
Subway Food & Drink Shop Convenience Store Miscellaneous Shop,Office,21,0.9130434782608695
Food & Drink Shop Convenience Store Miscellaneous Shop Office,Train Station,21,1.0
Convenience Store Miscellaneous Shop Office,Train Station Food & Drink Shop,21,0.875
Miscellaneous Shop Office,Train Station Convenience Store Food & Drink Shop,21,0.7
Convenience Store Miscellaneous Shop,Train Station Food & Drink Shop Office,21,0.7241379310344828
Food & Drink Shop Miscellaneous Shop Office,Train Station Convenience Store,21,0.7777777777777778
Food & Drink Shop Convenience Store Office,Train Station Miscellaneous Shop,21,0.84
Food & Drink Shop Convenience Store,Train Station Miscellaneous Shop Office,21,0.7
